timestamp,index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
114165.171811,2,1.0,0.24275269714195513,0.3344442045579069,114165.171811-0,-100.3202491319941,31.66019748928126,215.06118305144304,-330.5573655525218,178.34596489215937,-203.83517150871472,0.46047423284105526,-0.2933715348057563,0.8377927091203156,,,,,,
114165.207562,3,1.0,0.24234280456300422,0.3340414920731025,114165.207562-0,-100.60268024241208,31.78832319980245,215.26111857925952,-330.5573655525218,178.34596489215937,-203.83517150871472,0.45990937062021925,-0.2931152833847138,0.8381925801759486,,,,,,
114165.243312,4,1.0,0.2423134671756526,0.3344000932800406,114165.243312-0,-100.59497984719107,31.70552839459181,215.22793059467483,-330.5573655525218,178.34596489215937,-203.83517150871472,0.4599247714106613,-0.2932808729951351,0.8381262042067791,,,,,,
114165.279062,5,1.0,0.24151127223806604,0.3355862688189931,114165.279062-0,-101.00647151084391,31.487522635714853,215.37716726804075,-330.5573655525218,178.34596489215937,-203.83517150871472,0.4591017880833557,-0.293716884512889,0.8384246775535109,,,,,,
114165.314813,6,1.0,0.24121829247191737,0.33350969587706547,114165.314813-0,-101.33916844933685,32.00480038822404,215.73994892670615,-330.5573655525218,178.34596489215937,-203.83517150871472,0.4584363942063696,-0.29268232900787067,0.8391502408708417,,,,,,
114165.350563,7,1.0,0.24063032237727974,0.33261133132067744,114165.350563-0,-101.7712645074441,32.266651817260254,216.06690548085837,-330.5573655525218,178.34596489215937,-203.83517150871472,0.4575722020901553,-0.2921586261497982,0.8398041539791462,,,,,,
114165.386314,8,1.0,0.24254912090018985,0.3381744283891551,114165.386314-0,-100.17844223307091,30.794014576580665,214.67883500509345,-330.5573655525218,178.34596489215937,-203.83517150871472,0.4607578466389017,-0.29510390063115743,0.8370280130276163,,,,,,
114165.422064,9,1.0,0.24191303456818689,0.33865844837059333,114165.422064-0,-100.5363659139152,30.72881563569011,214.85267996377513,-330.5573655525218,178.34596489215937,-203.83517150871472,0.460041999277213,-0.29523429851293853,0.8373757029449796,,,,,,
114165.457814,10,1.0,0.24143129208776043,0.3379902837890263,114165.457814-0,-100.88251732441296,30.9239896484207,215.11139466247383,-330.5573655525218,178.34596489215937,-203.83517150871472,0.4593496964562175,-0.29484395048747736,0.8378931323423771,,,,,,
114165.493565,11,1.0,0.24117407107995073,0.3377570622198607,114165.493565-0,-101.05883667324164,30.999187386166938,215.2344556427242,-330.5573655525218,178.34596489215937,-203.83517150871472,0.4589970577585603,-0.29469355501198485,0.838139254302878,,,,,,
114165.529315,13,1.0,0.24110285892778188,0.3366895193228787,114165.529315-0,-101.1802280335935,31.25783135516238,215.3917476606362,-330.5573655525218,178.34596489215937,-203.83517150871472,0.45875427503785643,-0.29417626707399397,0.8384538383387019,,,,,,
114165.565066,14,1.0,0.2409576784167573,0.33608300196911045,114165.565066-0,-101.3144112072151,31.413254145026784,215.5196262407988,-330.5573655525218,178.34596489215937,-203.83517150871472,0.4584859086906132,-0.29386542149426514,0.8387095954990271,,,,,,
114165.600816,15,1.0,0.24019588619699123,0.33737816528483366,114165.600816-0,-101.69469718853301,31.16543445950316,215.64041835424396,-330.5573655525218,178.34596489215937,-203.83517150871472,0.4577253367279775,-0.29436106086531244,0.8389511797259174,,,,,,
114165.636566,16,1.0,0.24410067216107206,0.34534003855236284,114165.636566-0,-98.72149354742336,28.999758517355403,213.2353729955578,-330.5573655525218,178.34596489215937,-203.83517150871472,0.4636717440101967,-0.29869241274960795,0.8341410890085452,,,,,,
114165.672317,17,1.0,0.24482227039641039,0.3528202179517407,114165.672317-0,-97.76614189649925,27.220633641249975,212.06070541606903,-330.5573655525218,178.34596489215937,-203.83517150871472,0.465582447312045,-0.3022506625018188,0.8317917538495675,,,,,,
114165.708067,18,1.0,0.24572847915657908,0.3513061548943598,114165.708067-0,-97.32400100706593,27.50650764980088,211.91674466442512,-330.5573655525218,178.34596489215937,-203.83517150871472,0.4664667290909116,-0.30167891448471695,0.8315038323462797,,,,,,
